_id,section,rules[0],rules[1],rules[2],rules[3],rules[4],rules[5],rules[6],rules[7],rules[8],rules[9],rules[10],rules[11],rules[12],rules[13],rules[14],rules[15],rules[16],rules[17],rules[18],rules[19],rules[20],rules[21],rules[22],rules[23],rules[24],rules[25],rules[26],rules[27],rules[28],rules[29],rules[30],rules[31],rules[32],rules[33],rules[34],rules[35],rules[36],rules[37],page_number,source
68dd20d8212869e0f7e304e4,speed limits of 30 km/h (sign 274 ) within towns and cities according to,"paragraph 1, sentence 1 on roads used for inter-municipal traffic (federal,",state and district roads) or on other priority roads (sign 306 ) in the,"immediate vicinity of pedestrian crossings, kindergartens, day-care centres,","playgrounds, busy school routes, general education schools, special needs","schools, old people's and nursing homes, facilities for people with","disabilities or hospitals located on these roads,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,road_traffic_rules.pdf
68dd20d8212869e0f7e304e5,"Testing measures pursuant to paragraph 1, sentence 2, number 6, second","half-sentence,","7a. special lanes,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,road_traffic_rules.pdf
68dd20d8212869e0f7e304e6,Pedestrian crossings (sign 293 ).,5 Sentence 3 also does not apply to restrictions or prohibitions on flowing traffic,"pursuant to paragraph 1, sentence 1 or 2, number 3, to eliminate or mitigate significant",effects of changed traffic conditions caused by the collection of tolls under the Federal,Highway Toll Act. 6 Sentence 3 also does not apply to the designation of environmental,"zones pursuant to paragraph 1f, established in an air quality control plan or a plan for","short-term measures pursuant to Section 47 , paragraph 1 or 2, of the Federal",Immission Control Act,(10) Paragraph 9 shall not apply:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,road_traffic_rules.pdf
68dd20d9212869e0f7e304e7,1. insofar as traffic signs are arranged which may be used to promote,electromobility under the Electromobility Act or to promote car sharing under,"the Car Sharing Act, and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,road_traffic_rules.pdf
68dd20d9212869e0f7e304e8,"for orders pursuant to paragraph 1, sentence 2, number 7.","(11) 1 Paragraph 1, sentences 1 and 2 numbers 1 to 3, 5 and 6, paragraph 1a, 1f, 2","sentences 1 and 4, paragraphs 3, 4, 5 sentence 2 in conjunction with sentence 1,","paragraph 7 and paragraph 9, sentences 1 to 3, 4 numbers 7 and 6 shall apply mutatis",mutandis to motorways marked with signs 330.1 and 330.2 under federal construction,"responsibility for the Federal Highways Office. 2 Paragraph 2, sentences 1 and 4 and","paragraphs 3, 4 and 7 shall apply mutatis mutandis to federal roads under federal",administration for the Federal Highways Office.,"46 Exemptions, permits and resident parking permits",(1) 1 The road traffic authorities may grant exemptions in specific individual cases or,generally for specific applicants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,road_traffic_rules.pdf
68dd20d9212869e0f7e304e9,"subject to paragraph 2a, sentence 1, number 3, from the prohibition on",entering a motorway or a motorway or using it with vehicles not registered,"there (Section 18 , paragraphs 1 and 9);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,road_traffic_rules.pdf
68dd20d9212869e0f7e304ea,from the prohibition of parking in front of or opposite property entrances and,exits (Section 12 Paragraph 3 Number 3);,4a. from the requirement to stop at parking meters only while the meter is,running and at parking ticket machines only with a parking ticket,(Section 13 (1));,4b. from the requirement to park in a no-stopping zone (signs 290.1 and 290.2 ),only during the time specified there (Section 13 (2));,4c. from the regulations on towing vehicles (Section 15a );,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,road_traffic_rules.pdf
68dd20d9212869e0f7e304eb,"5. from the regulations on the height, length and width of the vehicle and load","(Section 18 (1) sentence 2, Section 22 (2) to (4));",5a. from the prohibition of the unauthorized carriage of persons (§ 21 );,5b. from the rules on wearing safety belts and helmets (Section 21a );,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304ec,the prohibition on leading animals from motor vehicles and animals other,"than dogs from bicycles ( Section 28 (1), sentences 3 and 4);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304ed,"from the driving ban on Sundays and public holidays (Section 30 , paragraph",3);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304ee,from the prohibitions on operating loudspeakers and offering goods or,"services on the street (Section 33 , Paragraph 1, Numbers 1 and 2);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304ef,from the prohibition of advertising and propaganda in connection with traffic,"signs (Section 33 , Paragraph 2, Sentence 2) only for the surfaces of",illuminated columns on which stop signs for public transport are attached;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304f0,"from the prohibitions or restrictions issued by regulatory signs (Annex 2),","directional signs (Annex 3), traffic installations (Annex 4) or orders",(Section 45 (4));,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304f1,from the night and Sunday parking ban (Section 12 paragraph 3a).,2 Exceptions to the prohibition on transporting persons on the loading area or in cargo,"spaces (Section 21 (2)) may be granted for the service areas of the Bundeswehr, the","international headquarters established under the North Atlantic Treaty Organization,","the Federal Police, and their respective police departments, and for disaster control,",the competent state authorities. 3 The same applies to the requirement that prescribed,seat belts must be worn or protective helmets worn (Section 21a ).,"(1a) 1 Road traffic authorities may, in order to give priority to electrically powered","vehicles, generally permit exceptions to traffic restrictions, traffic bans, or traffic","diversions pursuant to Section 45 , Paragraph 1, Number 3, Paragraphs 1a and 1b,","Number 5, first alternative, by means of additional signs. 2 They have the same right for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,road_traffic_rules.pdf
68dd20d9212869e0f7e304f2,"the use of bus lanes by electrically powered vehicles. 3 The requirements of Section 3,",Paragraph 1 of the Electromobility Act must be observed.,(2) 1 The competent supreme state authorities or the bodies designated under state law,may grant exceptions to all provisions of this Ordinance for specific individual cases or,generally for specific applicants. 2 They may also grant exceptions to the Sunday and,"public holiday driving ban ( Section 30 (3)) for specific roads or road sections, provided",that these become necessary within the framework of different public holiday,regulations in the states (Section 30 (4)). 3 If the effects of the exception extend beyond,"one country and a uniform decision is necessary, the Federal Ministry of Transport and",Digital Infrastructure is responsible; This Federal Ministry shall issue an exception by,regulation.,"(2a) 1 By way of derogation from paragraphs 1 and 2, sentence 1, the Federal Highway","Authority may, in certain individual cases or generally for certain applicants, authorise",the following exceptions for motorways marked with signs 330.1 and 330.2 under the,responsibility of the Federal Government:,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f3,Exceptions to the requirement to use the carriageway (Section 2 (1));,1a. Exceptions to the prohibition on entering or exiting at unmarked junctions,"(Section 18, Paragraph 2 and Section 10, Sentence 1), in consultation with",the road traffic authority responsible under state law;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f4,Exceptions to the prohibition on entering a motorway or using it with,vehicles not registered there (Section 18 (1) and (9));,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f5,Exceptions to the prohibition on advertising and propaganda by means of,"images, writing, light or sound (Section 33 , Paragraph 1, Sentence 1,",Number 3 and Sentence 2);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f6,Exceptions to the rule that a truck stop may only be announced once,(sign 448.1 );,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f7,Exceptions to the prohibitions or restrictions issued by regulatory signs,"(Annex 2), directional signs (Annex 3), traffic installations (Annex 4) or orders","(Section 45 (4)) (paragraph 1, sentence 1, number 11).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,road_traffic_rules.pdf
68dd20d9212869e0f7e304f8,"2 If, in addition to an exemption pursuant to sentence 1 number 3, an application is also",made for a permit pursuant to Section 29 paragraph 3 or an exemption pursuant to,"paragraph 1 sentence 1 number 5, the administrative authority which issues the permit",pursuant to Section 29 paragraph 3 or the exemption pursuant to paragraph 1 sentence,1 number 5 shall be competent. 3 If installations pursuant to sentence 1 number 4 are,erected or modified with effect on motorways marked with signs 330.1 and 330.2 under,the construction responsibility of the Federal Government in contravention of the,"prohibition on advertising and propaganda by means of images, writing, light or sound","(Section 33 paragraph 1 sentence 1 numbers 3 and sentence 2), their admissibility shall",be decided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,road_traffic_rules.pdf
68dd20d9212869e0f7e304f9,"by the building permit authority, if a country provides for a building","supervisory procedure for this, or",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,road_traffic_rules.pdf
68dd20d9212869e0f7e304fa,by the competent licensing authority if a country provides for a different,"procedure,",in consultation with the Federal Highway Authority. 4 The Federal Highway Authority,may require an application for an exemption permit. 5 If a state does not provide its own,"approval procedure for admissibility pursuant to sentence 3, the Federal Highway",Authority shall decide.,(3) 1 Exemption permits and authorisations may be granted subject to revocation and,"may be subject to additional provisions (conditions, time limits, obligations). 2 If","necessary, the competent authority may require an expert report to be submitted at the",applicant’s expense. 3 The notices must be carried and handed over to the competent,persons on request. 4 For permits pursuant to Section 29 (3) and exemption permits,"pursuant to Section 46 (1)(5), it is sufficient to carry faxed notices or printouts of",electronically issued and signed notices as well as their digitalised form on a storage,"medium, provided that the notices are carried in such a way that they can be made",readable to the competent persons upon request during an inspection. 5 When issuing,"parking permits for residents, the competent authority may stipulate that the parking",permits do not have to be displayed or affixed in the vehicles.,(4) Exemptions and authorisations granted by the competent authority shall be effective,within the scope of this Regulation unless they specify a different scope.,(5) Resident parking permits and exemptions under this provision which are issued as,"parking permits may be issued entirely by automatic devices, provided there is no",reason for the individual case to be processed by public officials.,,,,,,,,,,,,,,,,,,58,road_traffic_rules.pdf
68dd20d9212869e0f7e304fb,47 Local jurisdiction,(1) 1 Permits pursuant to Section 29 (2) and Section 30 (2) for an event beginning abroad,shall be issued by the competent authority pursuant to Section 44 (3) in whose territory,the border crossing point is located. 2 This authority is also competent if traffic,otherwise requiring a permit or approval begins abroad. 3 Permits pursuant to,Section 29 (3) shall be issued by the road traffic authority in whose district the traffic,"requiring a permit begins, or by the road traffic authority in whose district the company",carrying out the transport has its registered office or a branch which is required to be,"entered in the commercial, cooperative or partnership register. 4 If the registered office","is abroad, the competent authority is the authority in whose district the permit is first",used.,(2) The following are responsible for granting exemptions:,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e304fc,"1 pursuant to Section 46 (1)(2), for an exception to Section 18 (1), the road",traffic authority in whose district the motorway or dual carriageway is to be,"entered is responsible. 2 However, if a permit is granted pursuant to","Section 29 (3) or an exemption is granted pursuant to Section 46 (1)(5), the",administrative authority issuing the order is responsible;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e304fd,pursuant to Section 46 Paragraph 1 Number 4a for people of short stature and,pursuant to Section 46 Paragraph 1 Numbers 4a and 4b for people without,"hands, the road traffic authority in whose district the applicant has his or her","place of residence, also for the areas which lie outside its district;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e304fe,"pursuant to Section 46 (1)(4c), the road traffic authority in whose district the","applicant has his or her place of residence, registered office or branch;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e304ff,"1 pursuant to Section 46 (1)(5), the road traffic authority in whose district the","traffic to be authorised begins, or the road traffic authority in whose district",the undertaking carrying out the transport has its registered office or a branch,"which is subject to registration in the commercial, cooperative or partnership","register. 2 If the registered office is located abroad, the authority in whose",district the authorisation is first used shall be responsible;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e30500,"pursuant to Section 46 (1)(5b), the road traffic authority in whose district the","applicant has his or her place of residence, also for the areas which lie",outside its district;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,road_traffic_rules.pdf
68dd20d9212869e0f7e30501,"6. 1 according to Section 46 Paragraph 1 Number 7, the road traffic authority in","whose district the load is picked up; in the case of a nationwide exemption,",the road traffic authority in whose district the person carrying out the,transport has their place of residence or headquarters or the company,carrying out the transport has its headquarters or a branch which is subject to,"registration in the commercial, cooperative or partnership",register. 2 The authority is then also responsible for authorising the empty run,"to the place of loading, and also if the exemption is not used in its country or if",there is no driving ban there. 3 If the place of residence or headquarters is,"abroad, the authority in whose district the authorisation is used for the first",time is responsible;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,road_traffic_rules.pdf
68dd20d9212869e0f7e30502,"pursuant to Section 46 (1)(11), the road traffic authority in whose district the","prohibitions, restrictions and orders are issued, but for severely disabled","persons, any road traffic authority also for measures ordered outside its",district;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,road_traffic_rules.pdf
68dd20d9212869e0f7e30503,"in all other cases, the road traffic authority in whose district the exemption is",to be used.,"(3) Permits for the excessive use of the road by the Federal Armed Forces, the troops","referred to in paragraph 35 (5), the Federal Police, the police and the civil protection",services shall be issued by the higher administrative authority or the body designated,under state law in whose district the traffic requiring a permit begins.,48 Traffic instruction,"Anyone who does not comply with traffic regulations is obliged, upon summons from","the road traffic authority or its appointed officials, to attend a course on road traffic",conduct.,49 Administrative Offenses,(1) Anyone who intentionally or negligently violates a provision on,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,road_traffic_rules.pdf
68dd20d9212869e0f7e30504,"the use of roads by vehicles pursuant to Section 2 paragraphs 1 to 3a,","paragraph 4 sentences 1, 4, 5 or 6 or paragraph 5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,road_traffic_rules.pdf
68dd20d9212869e0f7e30505,"overtaking in accordance with Section 5 paragraph 1 or 2, paragraph 3","number 1, paragraphs 3a to 4a, paragraph 5 sentence 2, paragraph 6 or 7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e30506,"the use of left lanes according to Section 7 paragraph 3a sentence 1, also","in conjunction with sentence 2, paragraph 3b, paragraph 3c sentence 3 or","the lane change according to Section 7 paragraph 5,","7a. the behaviour on exit lanes according to Section 7a Paragraph 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e30507,"turning, reversing or reversing in accordance with Section 9 paragraph 1,","paragraph 2 sentence 2 or 3, paragraphs 3 to 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e30508,the behaviour in special traffic situations according to § 11 paragraph 1 or,"2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e30509,"stopping or parking in accordance with Section 12 paragraphs 1, 3, 3a","sentence 1, paragraph 3b sentence 1, paragraph 4 sentence 1, 2 second","half-sentence, sentence 3 or 5 or paragraphs 4a to 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e3050a,"Parking meters, parking tickets or parking discs according to","Section 13 paragraph 1 or 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e3050b,"the breakdown of vehicles according to § 15 ,","15a. towing according to § 15a ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,road_traffic_rules.pdf
68dd20d9212869e0f7e3050c,the lighting and leaving unlit vehicles in accordance with,"Section 17 paragraphs 1 to 4, paragraph 4a sentence 1, paragraph 5 or 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e3050d,the use of motorways and dual carriageways in accordance with,"Section 18 paragraphs 1 to 3, paragraph 5 sentence 2 or paragraphs 6 to 11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e3050e,the behavior,a) at level crossings according to Section 19 paragraph 1 sentence 1,"numbers 2 or 3, sentence 2, sentence 3 or paragraph 2 sentence 1,",also in conjunction with sentence 2 or paragraphs 3 to 6 or,b) at and in front of public transport and school bus stops according to,"§ 20 ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e3050f,"the transport of persons pursuant to Section 21 paragraph 1, sentence 1 or","4, paragraph 1a, sentence 1, also in conjunction with sentence 2, number","2, paragraph 2, sentences 1, 4 or 6 or paragraph 3, sentences 1 to 3,","20a. the wearing of safety belts, wheelchair restraint systems or wheelchair user",restraint systems in accordance with Section 21a Paragraph 1 Sentence 1,or the wearing of protective helmets in accordance with,"Section 21a Paragraph 2 Sentence 1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e30510,"other duties of the driver according to Section 23 paragraph 1, paragraph","1a sentence 1, also in conjunction with sentences 2 to 4, or paragraph 1c,","paragraph 1d sentence 1, paragraph 2 first half-sentence, paragraph 3 or","paragraph 4 sentence 1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e30511,driving wheelchairs or wheelchairs other than those referred to in,"Section 24 Paragraph 1 in accordance with Section 24 Paragraph 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,road_traffic_rules.pdf
68dd20d9212869e0f7e30512,"a) as a pedestrian according to Section 25 paragraphs 1 to 4,",b) at pedestrian crossings according to § 26 or,"c) on bridges according to § 27 paragraph 6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30513,environmental protection pursuant to Section 30 paragraph 1 or 2 or the,Sunday and public holiday driving ban pursuant to Section 30 paragraph 3,"sentence 1 or 2 number 7 sentence 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30514,"playing sports or playing according to § 31 paragraph 1 sentence 1,","paragraph 2 sentence 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30515,"the preparation, removal or identification of traffic violations or the","effective covering of dangerous equipment according to § 32 ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30516,the conduct after a traffic accident pursuant to Section 34 Paragraph 1,"Number 1, Number 2, Number 5 or Number 6 Letter b - provided that in the","latter case, a reasonable period of time is waited in accordance with the","circumstances, but the name and address are not left at the scene of the","accident - or pursuant to Section 34 Paragraph 3,",violates.,(2) An administrative offence within the meaning of Section 24 (1) of the Road Traffic Act,shall also be committed by anyone who intentionally or negligently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30517,"as the leader of a closed association, contrary to Section 27 paragraph 5,",does not ensure that the regulations applicable to closed associations are,"observed,","1a. contrary to Section 27 paragraph 2, interrupts a closed association,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30518,"as a leader of a group of children or young people, contrary to","Section 27 Paragraph 1 Sentence 4, does not allow them to use the","sidewalk,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,road_traffic_rules.pdf
68dd20d9212869e0f7e30519,"3. as an animal keeper or other person responsible for the animals, violates a","provision pursuant to Section 28 paragraph 1 or paragraph 2 sentence 2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051a,"as a rider, driver of horses, driver or driver of cattle, contrary to","Section 28 paragraph 2, violates a traffic rule or order that applies uniformly","to all road traffic,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051b,"contrary to Section 29 paragraph 2 sentence 1, organizes an event or, as the","organizer, contrary to Section 29 paragraph 2 sentence 3, does not ensure","that the relevant traffic regulations or requirements are complied with, or",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051c,"contrary to Section 29 Paragraph 3, drives a vehicle or train mentioned",therein.,"(3) Furthermore , any person who intentionally or negligently",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051d,"contrary to Section 36 paragraph 1 sentence 1, also in conjunction with","paragraph 3 or paragraph 4, or contrary to Section 36 paragraph 5 sentence 4","or Section 36a sentence 1, fails to follow a sign, instruction or instruction,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051e,"violates a provision of Section 37 on behavior at alternating light signals,","permanent light signals or when turning right with a green arrow,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e3051f,"contrary to Section 38 paragraph 1, 2 or 3 sentence 3, uses blue flashing",lights together with the emergency horn or alone or yellow flashing lights or,contrary to Section 38 paragraph 1 sentence 2 does not immediately clear the,"way,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e30520,"contrary to Section 41 Paragraph 1, fails to comply with an order or","prohibition set out in Annex 2, Column 3, as indicated by a regulatory sign,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e30521,"contrary to Section 42 Paragraph 2, fails to comply with an order or","prohibition issued by a directional sign in Annex 3, Column 3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e30522,"contrary to Section 43 Paragraph 3 Sentence 2, drives on a closed road area",or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,road_traffic_rules.pdf
68dd20d9212869e0f7e30523,7. violates an order prohibiting or restricting traffic which has been announced,in accordance with the second half of Section 45 (4).,"(4) Finally , an administrative offence within the meaning of Section 24 paragraph 1 of",the Road Traffic Act shall be committed by anyone who intentionally or negligently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30524,"violates the prohibition of Section 35 Paragraph 6 Sentences 1, 2 or 3 on the","cleaning of sidewalks,","1a. contrary to Section 35 Paragraph 6 Sentence 4, does not wear conspicuous","warning clothing,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30525,"contrary to Section 35 paragraph 8, exercises special rights without due","consideration of public safety and order,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30526,"contrary to Section 45 paragraph 6, starts work without first obtaining","instructions, does not follow these instructions or does not operate traffic","lights,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30527,"contrary to Section 46 Paragraph 3 Sentence 1, fails to comply with an","enforceable condition of the exemption or permit,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30528,"contrary to Section 46 paragraph 3 sentence 3, also in conjunction with","sentence 4, does not carry the notices, printouts or their digitalized form or","does not hand them over or make them visible upon request,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e30529,contrary to Section 48 does not comply with a summons to traffic,instruction or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e3052a,"contrary to Section 50, drives a motor vehicle or rides a bicycle on the island",of Heligoland.,50 Special regulations for the island of Heligoland,Motor vehicle traffic and cycling are prohibited on the island of Heligoland.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,road_traffic_rules.pdf
68dd20d9212869e0f7e3052b,51 Special cost regulations,"In derogation from Section 5b Paragraph 1 of the Road Traffic Act, the costs of signs","386.1 , 386.2 and 386.3 shall be borne by the person requesting the installation of this",sign.,51a Transition,"1 The Federation, represented by the Federal Ministry of Transport and Digital","Infrastructure and the Federal Highway Research Institute, shall, within the scope of its","competence under this Ordinance, enter into administrative procedures initiated before","1 January 2021. 2 With effect from 1 January 2021, within the scope of its competence","under this Ordinance, it shall enter into the rights and obligations arising from the traffic","law orders in existence at that time, which were issued by the competent road traffic",authorities of the states in their own name within the scope of scope scope scope,scope scope scope scope exercising road traffic law tasks up to 31 December,,,,,,,,,,,,,,,,,,,,,,,,,,,66,road_traffic_rules.pdf
68dd20d9212869e0f7e3052c,"3 The same applies to agreements or statements on future action, provided that",the road traffic law regulations have been observed.,52 Transitional and application provisions,(1) The following shall no longer apply after 31 December 2026:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,road_traffic_rules.pdf
68dd20d9212869e0f7e3052d,"Annex 2, number 25, column 3, number 4 and numbers 25.1, 27.1, 63.5 and","64.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,road_traffic_rules.pdf
68dd20d9212869e0f7e3052e,"Annex 3 number 7 column 3 number 3, number 8 column 3 number 4,",number 10 column 3 number 3 and number 11 column 3.,"(2) 1 By way of derogation from Section 2 paragraph 3a sentence 1, the driver of a motor","vehicle may, until the end of 30 September 2024, also drive the vehicle on black ice,","snow, slush, ice or frost if all wheels are fitted with tyres which, without prejudice to the","general requirements for tyres,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,road_traffic_rules.pdf
68dd20d9212869e0f7e3052f,"1. meet the characteristics described in Annex II, point 2.2 of Council Directive",92/23/EEC of 31 March 1992 relating to tyres for motor vehicles and their,"trailers and to their fitting ( OJ L 129, 14.5.1992, p. 95 ), as last amended","by Directive 2005/11/EC ( OJ L 46, 17.2.2005, p. 42 ) (M+S tyres) and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,road_traffic_rules.pdf
